Date,close
4/22/2022,0.22563
4/21/2022,0.22562
4/20/2022,0.22526
4/19/2022,0.22529
4/18/2022,0.22529
4/15/2022,0.22564
4/14/2022,0.22564
4/13/2022,0.22564
4/12/2022,0.22577
4/11/2022,0.22628
4/8/2022,0.22642
4/7/2022,0.22658
4/6/2022,0.22692
4/5/2022,0.22659
4/4/2022,0.22691
4/1/2022,0.22713
3/31/2022,0.22857
3/30/2022,0.22875
3/29/2022,0.22913
3/28/2022,0.22916
3/25/2022,0.2306
3/24/2022,0.2306
3/23/2022,0.2314
3/22/2022,0.23236
3/21/2022,0.23296
3/18/2022,0.23237
3/17/2022,0.23312
3/16/2022,0.23337
3/15/2022,0.2345
3/14/2022,0.23602
3/11/2022,0.23708
3/10/2022,0.23121
3/9/2022,0.23136
3/8/2022,0.23113
3/7/2022,0.23123
3/4/2022,0.23142
3/3/2022,0.2292
3/2/2022,0.22924
3/1/2022,0.22829
2/28/2022,0.22829
2/25/2022,0.22829
2/24/2022,0.22857
2/23/2022,0.22819
2/22/2022,0.23056
2/21/2022,0.22715
2/18/2022,0.22649
2/17/2022,0.22739
2/16/2022,0.22567
2/15/2022,0.22545
2/14/2022,0.22546
2/11/2022,0.22431
2/10/2022,0.22423
2/9/2022,0.22296
2/8/2022,0.22279
2/7/2022,0.22216
2/4/2022,0.22142
2/3/2022,0.22121
2/2/2022,0.22128
2/1/2022,0.22115
1/31/2022,0.22066
1/28/2022,0.22009
1/27/2022,0.21882
1/26/2022,0.21844
1/25/2022,0.21809
1/24/2022,0.21823
1/21/2022,0.21733
1/20/2022,0.21693
1/19/2022,0.21595
1/18/2022,0.21628
1/17/2022,0.21618
1/14/2022,0.21618
1/13/2022,0.21598
1/12/2022,0.21588
1/11/2022,0.21559
1/10/2022,0.21595
1/7/2022,0.21595
1/6/2022,0.21662
1/5/2022,0.21766
1/4/2022,0.21748
1/3/2022,0.21825
12/31/2021,0.2178
12/30/2021,0.2178
12/29/2021,0.21815
12/28/2021,0.21868
12/27/2021,0.21908
12/24/2021,0.21843
12/23/2021,0.21843
12/22/2021,0.21848
12/21/2021,0.21762
12/20/2021,0.21766
12/17/2021,0.21692
12/16/2021,0.21705
12/15/2021,0.21733
12/14/2021,0.21667
12/13/2021,0.21587
12/10/2021,0.21587
12/9/2021,0.21601
12/8/2021,0.21589
12/7/2021,0.21634
12/6/2021,0.2161
12/3/2021,0.21588
12/2/2021,0.21543
12/1/2021,0.21615
11/30/2021,0.21665
11/29/2021,0.2173
11/26/2021,0.21694
11/25/2021,0.21848
11/24/2021,0.21938
11/23/2021,0.22038
11/22/2021,0.22037
11/19/2021,0.22037
11/18/2021,0.21832
11/17/2021,0.22109
11/16/2021,0.22131
11/15/2021,0.22308
11/12/2021,0.22345
11/11/2021,0.22387
11/10/2021,0.2235
11/9/2021,0.225
11/8/2021,0.22562
11/5/2021,0.22635
11/4/2021,0.22635
11/3/2021,0.22557
11/2/2021,0.22706
11/1/2021,0.22871
10/29/2021,0.22871
10/28/2021,0.22817
10/27/2021,0.23154
10/26/2021,0.23315
10/25/2021,0.23433
10/22/2021,0.23621
10/21/2021,0.23777
10/20/2021,0.23985
10/19/2021,0.24089
10/18/2021,0.24121
10/15/2021,0.2419
10/14/2021,0.24058
10/13/2021,0.23944
10/12/2021,0.2405
10/11/2021,0.2405
10/8/2021,0.24045
10/7/2021,0.24097
10/6/2021,0.24037
10/5/2021,0.23871
10/4/2021,0.23979
10/1/2021,0
9/30/2021,0
9/29/2021,0
9/28/2021,0
9/27/2021,0
9/24/2021,0
9/23/2021,0
9/22/2021,0
9/21/2021,0
9/20/2021,0
9/17/2021,0
9/16/2021,0
9/15/2021,0
9/14/2021,0
9/13/2021,0
9/10/2021,0
9/9/2021,0
9/8/2021,0
9/7/2021,0
9/6/2021,0
9/3/2021,0
9/2/2021,0
9/1/2021,0
8/31/2021,0
8/30/2021,0
8/27/2021,0
8/26/2021,0
8/25/2021,0
8/24/2021,0
8/23/2021,0
8/20/2021,0
8/19/2021,0
8/18/2021,0
8/17/2021,0
8/16/2021,0
8/13/2021,0
8/12/2021,0
8/11/2021,0
8/10/2021,0
8/9/2021,0
8/6/2021,0
8/5/2021,0
8/4/2021,0
8/3/2021,0
8/2/2021,0
7/30/2021,0
7/29/2021,0
7/28/2021,0
7/27/2021,0
7/26/2021,0
7/23/2021,0
7/22/2021,0
7/21/2021,0
7/20/2021,0
7/19/2021,0
7/16/2021,0
7/15/2021,0
7/14/2021,0
7/13/2021,0
7/12/2021,0
7/9/2021,0
7/8/2021,0
7/7/2021,0
7/6/2021,0
7/5/2021,0
7/2/2021,0
7/1/2021,0
6/30/2021,0
6/29/2021,0
6/28/2021,0
6/25/2021,0
6/24/2021,0
6/23/2021,0
6/22/2021,0
6/21/2021,0
6/18/2021,0
6/17/2021,0
6/16/2021,0
6/15/2021,0
6/14/2021,0
6/11/2021,0
6/10/2021,0
6/9/2021,0
6/8/2021,0
6/7/2021,0
6/4/2021,0
6/3/2021,0
6/2/2021,0
6/1/2021,0
5/31/2021,0
5/28/2021,0
5/27/2021,0
5/26/2021,0
5/25/2021,0
5/24/2021,0
5/21/2021,0
5/20/2021,0
5/19/2021,0
5/18/2021,0
5/17/2021,0
5/14/2021,0
5/13/2021,0
5/12/2021,0
5/11/2021,0
5/10/2021,0
5/7/2021,0
5/6/2021,0
5/5/2021,0
5/4/2021,0
5/3/2021,0
4/30/2021,0
4/29/2021,0
4/28/2021,0
4/27/2021,0
4/26/2021,0
4/23/2021,0
4/22/2021,0
4/21/2021,0
4/20/2021,0
4/19/2021,0
4/16/2021,0
4/15/2021,0
4/14/2021,0
4/13/2021,0
4/12/2021,0
4/9/2021,0
4/8/2021,0
4/7/2021,0
4/6/2021,0
4/5/2021,0
4/2/2021,0
4/1/2021,0
3/31/2021,0
3/30/2021,0
3/29/2021,0
3/26/2021,0
3/25/2021,0
3/24/2021,0
3/23/2021,0
3/22/2021,0
3/19/2021,0
3/18/2021,0
3/17/2021,0
3/16/2021,0
3/15/2021,0
3/12/2021,0
3/11/2021,0
3/10/2021,0
3/9/2021,0
3/8/2021,0
3/5/2021,0
3/4/2021,0
3/3/2021,0
3/2/2021,0
3/1/2021,0
2/26/2021,0
2/25/2021,0
2/24/2021,0
2/23/2021,0
2/22/2021,0
2/19/2021,0
2/18/2021,0
2/17/2021,0
2/16/2021,0
2/15/2021,0
2/12/2021,0
2/11/2021,0
2/10/2021,0
2/9/2021,0
2/8/2021,0
2/5/2021,0
2/4/2021,0
2/3/2021,0
2/2/2021,0
2/1/2021,0
1/29/2021,0
1/28/2021,0
1/27/2021,0
1/26/2021,0
1/25/2021,0
1/22/2021,0
1/21/2021,0
1/20/2021,0
1/19/2021,0
1/18/2021,0
1/15/2021,0
1/14/2021,0
1/13/2021,0
1/12/2021,0
1/11/2021,0
1/8/2021,0
1/7/2021,0
1/6/2021,0
1/5/2021,0
1/4/2021,0
1/1/2021,0
12/31/2020,0
12/30/2020,0
12/29/2020,0
12/28/2020,0
12/25/2020,0
12/24/2020,0
12/23/2020,0
12/22/2020,0
12/21/2020,0
12/18/2020,0
12/17/2020,0
12/16/2020,0
12/15/2020,0
12/14/2020,0
12/11/2020,0
12/10/2020,0
12/9/2020,0
12/8/2020,0
12/7/2020,0
12/4/2020,0
12/3/2020,0
12/2/2020,0
12/1/2020,0
11/30/2020,0
11/27/2020,0
11/26/2020,0
11/25/2020,0
11/24/2020,0
11/23/2020,0
11/20/2020,0
11/19/2020,0
11/18/2020,0
11/17/2020,0
11/16/2020,0
11/13/2020,0
11/12/2020,0
11/11/2020,0
11/10/2020,0
11/9/2020,0
11/6/2020,0
11/5/2020,0
11/4/2020,0
11/3/2020,0
11/2/2020,0
10/30/2020,0
10/29/2020,0
10/28/2020,0
10/27/2020,0
10/26/2020,0
10/23/2020,0
10/22/2020,0
10/21/2020,0
